month,neighborhood_municipality,total_partially_vaccinated,total_fully_vaccinated,total_fully_vaccinated_w_booster
2021-10-01,Stowe,104,91,300
2021-10-01,Summer Hill (Pittsburgh),9,8,76
2021-10-01,Swisshelm Park (Pittsburgh),22,9,127
2021-10-01,Swissvale,140,98,504
2021-10-01,Terrace Village (Pittsburgh),34,29,35
2021-10-01,Upper Hill (Pittsburgh),33,31,113
2021-10-01,Upper Saint Clair,287,183,1802
2021-10-01,Verona,39,36,123
2021-10-01,Whitaker,16,17,59
2021-10-01,White Oak,106,90,493
2021-10-01,Wilkinsburg,230,187,717
2021-10-01,Wilmerding,18,33,38
2021-11-01,Allentown (Pittsburgh),56,27,124
2021-11-01,Arlington Heights (Pittsburgh),4,2,4
2021-11-01,Aspinwall,232,81,413
2021-11-01,Baldwin Borough,653,258,2028
2021-11-01,Beechview (Pittsburgh),196,75,610
2021-11-01,Bellevue,298,124,608
2021-11-01,Blawnox,52,11,180
2021-11-01,Bon Air (Pittsburgh),23,12,83
2021-11-01,Brackenridge,66,60,206
2021-11-01,Bridgeville,137,44,445
2021-11-01,Brighton Heights (Pittsburgh),247,85,660
2021-11-01,Carnegie,246,100,760
2021-11-01,Central Northside (Pittsburgh),114,32,317
2021-11-01,East Deer,37,28,144
2021-11-01,Elizabeth Borough,37,13,99
2021-11-01,Etna,88,33,252
2021-11-01,Fawn,40,30,163
2021-11-01,Fox Chapel,526,141,752
2021-11-01,Glassport,105,57,261
2021-11-01,Hampton,1098,233,2196
2021-11-01,Highland Park (Pittsburgh),451,122,947
2021-11-01,Larimer (Pittsburgh),33,26,89
2021-11-01,Liberty,43,23,205
2021-11-01,Lincoln Place (Pittsburgh),74,51,308
2021-11-01,Manchester (Pittsburgh),56,33,168
2021-11-01,Millvale,71,26,245
2021-11-01,Mount Oliver Borough,96,34,183
2021-11-01,Mt. Oliver (Pittsburgh),9,9,25
2021-11-01,North Fayette,508,167,1005
2021-11-01,Penn Hills,1010,471,3645
2021-11-01,Plum,913,341,2777
2021-11-01,Point Breeze (Pittsburgh),480,117,851
2021-11-01,Point Breeze North (Pittsburgh),91,27,252
2021-11-01,Polish Hill (Pittsburgh),43,14,162
2021-11-01,Port Vue,72,37,239
2021-11-01,Rankin,44,19,76
2021-11-01,Regent Square (Pittsburgh),95,22,182
2021-11-01,Shadyside (Pittsburgh),786,212,1323
2021-11-01,Sheraden (Pittsburgh),136,71,291
2021-11-01,St. Clair (Pittsburgh),5,5,13
2021-11-01,Tarentum,96,47,254
2021-11-01,Troy Hill (Pittsburgh),84,27,274
2021-11-01,Undefined (Pittsburgh),2,1,4
2021-11-01,Upper Lawrenceville (Pittsburgh),78,17,303
2021-11-01,Wall,12,4,28
2021-11-01,West Deer,385,156,1178
2021-11-01,West Mifflin,479,219,1810
2021-11-01,Westwood (Pittsburgh),80,49,281
2021-11-01,Windgap (Pittsburgh),41,10,139
2021-12-01,Arlington (Pittsburgh),57,35,100
2021-12-01,Banksville (Pittsburgh),106,63,373
2021-12-01,Beltzhoover (Pittsburgh),43,31,117
2021-12-01,Ben Avon,58,108,213
2021-12-01,Ben Avon Heights,12,21,50
2021-12-01,Braddock,45,40,109
2021-12-01,Braddock Hills,42,38,162
2021-12-01,Brentwood,240,186,879
2021-12-01,Bridgeville,85,83,354
2021-11-01,Wilkinsburg,411,204,1250
2021-12-01,Allegheny Center (Pittsburgh),49,14,124
2021-12-01,Baldwin Township,42,34,207
2021-12-01,Bedford Dwellings (Pittsburgh),30,27,35
2021-12-01,Bloomfield (Pittsburgh),308,164,967
2021-12-01,Bradford Woods,27,54,122
2021-12-01,Castle Shannon,196,169,785
2021-12-01,Central Business District (Pittsburgh),269,62,450
2021-12-01,Churchill,82,80,326
2021-12-01,Collier,310,232,793
2021-12-01,Coraopolis,126,73,420
2021-12-01,Crawford-Roberts (Pittsburgh),64,33,164
2021-12-01,Crescent,56,40,184
2021-12-01,Dormont,205,270,831
2021-12-01,Dravosburg,32,31,118
2021-12-01,Duquesne,117,88,240
2021-12-01,Duquesne Heights (Pittsburgh),54,29,226
2021-12-01,Edgeworth,79,80,166
2021-12-01,Fairywood (Pittsburgh),28,21,55
2021-12-01,Fineview (Pittsburgh),30,30,72
2021-12-01,Glen Hazel (Pittsburgh),5,11,61
2021-12-01,Harmar,51,43,260
2021-12-01,Haysville,2,2,11
2021-12-01,Hazelwood (Pittsburgh),87,85,260
2021-12-01,Kennedy,180,191,781
2021-12-01,Leetsdale,19,11,80
2021-12-01,Lincoln,20,20,69
2021-12-01,Lower Lawrenceville (Pittsburgh),73,38,283
2021-12-01,Marshall,289,308,800
2021-12-01,McCandless,790,925,3293
2021-12-01,Mckees rocks,97,90,355
2021-12-01,Morningside (Pittsburgh),75,110,373
2021-12-01,North Shore (Pittsburgh),12,4,26
2021-12-01,North Versailles,218,139,696
2021-12-01,Northview Heights (Pittsburgh),52,36,25
2021-12-01,O'Hara,262,415,1031
2021-12-01,Oakmont,155,221,688
2021-12-01,Ohio,208,362,728
2021-12-01,Perry North (Pittsburgh),100,96,300
2021-12-01,Pleasant Hills,178,263,830
2021-12-01,Richland,363,427,1267
2021-12-01,Ridgemont (Pittsburgh),7,7,45
2021-12-01,Rosslyn Farms,7,5,48
2021-12-01,Scott,527,494,1587
2021-12-01,Sewickley Hills,16,20,71
2021-12-01,South Shore (Pittsburgh),31,2,25
2021-12-01,Spring Garden (Pittsburgh),9,13,53
2021-12-01,Turtle Creek,110,93,297
2021-12-01,Versailles,25,17,80
2021-12-01,West Elizabeth,11,5,18
2021-12-01,West End (Pittsburgh),5,4,11
2021-12-01,West Oakland (Pittsburgh),56,16,97
2021-12-01,West View,144,201,610
2021-12-01,Wilkins,174,138,529
2022-01-01,Allegheny West (Pittsburgh),8,2,21
2022-01-01,Bell Acres,26,18,61
2022-01-01,Beltzhoover (Pittsburgh),33,29,47
2022-01-01,Ben Avon,37,12,94
2022-01-01,Ben Avon Heights,4,2,26
2022-01-01,Braddock Hills,22,10,66
2022-01-01,Brentwood,161,146,403
2022-01-01,California-Kirkbride (Pittsburgh),18,9,22
2022-01-01,Carrick (Pittsburgh),167,160,367
2022-01-01,Central Oakland (Pittsburgh),71,34,120
2022-01-01,Chalfant,14,10,23
2022-01-01,Chartiers City (Pittsburgh),1,4,21
2022-01-01,Cheswick,20,22,71
2022-01-01,Clairton,83,74,159
2022-01-01,Crafton,88,72,250
2022-01-01,Crafton Heights (Pittsburgh),82,49,128
2022-01-01,East Carnegie (Pittsburgh),7,5,19
2022-01-01,East Hills (Pittsburgh),30,47,67
2022-01-01,East Liberty (Pittsburgh),137,95,270
2022-01-01,East Mckeesport,38,40,89
2022-01-01,Edgewood,39,24,125
2022-01-01,Emsworth,35,44,101
2022-01-01,Esplen (Pittsburgh),2,2,5
2022-01-01,Franklin Park,256,205,996
2022-01-01,Frazer,11,11,63
2022-01-01,Garfield (Pittsburgh),69,63,127
2022-01-01,Glenfield,2,1,7
2022-01-01,Greenfield (Pittsburgh),122,75,276
2022-01-01,Hays (Pittsburgh),7,5,12
2022-01-01,Homestead,47,32,82
2022-01-01,Homewood South (Pittsburgh),49,41,81
2022-01-01,Indiana,101,78,320
2022-01-01,Knoxville (Pittsburgh),66,60,92
2022-01-01,Leet,19,13,73
2022-01-01,Lincoln-Lemington-Belmar (Pittsburgh),73,62,109
2022-01-01,Middle Hill (Pittsburgh),40,31,56
2022-01-01,Mount Washington (Pittsburgh),115,78,275
2022-01-01,Munhall,160,127,433
2022-01-01,North Braddock,66,53,124
2022-01-01,North Oakland (Pittsburgh),163,58,197
2022-01-01,Perry South (Pittsburgh),60,37,116
2022-01-01,Pine,254,208,681
2022-01-01,Sewickley,70,42,204
2022-01-01,South Fayette,218,161,652
2022-01-01,South Oakland (Pittsburgh),94,36,128
2022-01-01,South Versailles,3,1,14
2022-01-01,Springdale Borough,42,35,135
2022-01-01,Stowe,99,69,200
2022-01-01,Summer Hill (Pittsburgh),15,11,54
2022-01-01,Swisshelm Park (Pittsburgh),15,6,78
2022-01-01,Swissvale,132,110,346
2022-01-01,Terrace Village (Pittsburgh),50,36,57
2022-01-01,Undefined,17,18,80
2022-01-01,Upper Hill (Pittsburgh),34,18,56
2022-01-01,Upper Saint Clair,365,351,1112
2022-01-01,Verona,44,36,115
2022-01-01,Whitaker,17,9,44
2022-01-01,White Oak,96,73,328
2022-01-01,Wilkinsburg,275,196,494
2022-01-01,Wilmerding,21,20,38
2022-02-01,Allentown (Pittsburgh),15,21,20
2022-02-01,Arlington Heights (Pittsburgh),4,4,9
2022-02-01,Aspinwall,18,14,21
2022-02-01,Avalon,27,24,62
2022-02-01,Baldwin Borough,117,176,308
2022-02-01,Beechview (Pittsburgh),57,72,95
2021-10-01,Monroeville,396,322,2161
2021-10-01,Mount Lebanon,438,279,3194
2021-10-01,New Homestead (Pittsburgh),8,9,58
2021-10-01,Northview Heights (Pittsburgh),27,23,12
2021-10-01,O'Hara,166,63,940
2021-10-01,Oakdale,12,23,125
2021-10-01,Penn Hills,559,524,2459
2021-10-01,Pitcairn,47,40,138
2021-10-01,Pleasant Hills,123,98,808
2021-10-01,Ridgemont (Pittsburgh),9,6,42
2021-10-01,Ross,443,332,2771
2021-10-01,Rosslyn Farms,1,6,50
2021-10-01,Scott,235,203,1467
2021-10-01,Sharpsburg,48,42,111
2021-10-01,South Park,212,185,1124
2021-10-01,Squirrel Hill North (Pittsburgh),203,109,733
2021-10-01,Squirrel Hill South (Pittsburgh),288,153,1323
2021-10-01,Stanton Heights (Pittsburgh),78,57,426
2021-10-01,Strip District (Pittsburgh),52,17,141
2021-10-01,Thornburg,7,4,59
2021-10-01,West Deer,205,151,1089
2021-10-01,Whitehall,212,179,1355
2021-11-01,Allegheny Center (Pittsburgh),27,16,100
2021-11-01,Arlington (Pittsburgh),31,16,98
2021-11-01,Avalon,157,52,395
2021-11-01,Banksville (Pittsburgh),116,60,386
2021-11-01,Ben Avon,146,30,195
2021-11-01,Ben Avon Heights,33,6,53
2021-11-01,Bluff (Pittsburgh),67,27,78
2021-11-01,Braddock,46,18,91
2021-11-01,Castle Shannon,251,104,873
2021-11-01,Central Lawrenceville (Pittsburgh),220,43,642
2021-11-01,Cheswick,56,19,226
2021-11-01,Churchill,141,51,461
2021-11-01,Clairton,96,54,433
2021-11-01,Crafton,233,82,503
2021-11-01,Crescent,55,23,172
2021-11-01,Dormont,396,84,892
2021-11-01,Dravosburg,33,16,123
2021-11-01,Duquesne Heights (Pittsburgh),63,27,249
2021-11-01,East Allegheny (Pittsburgh),41,19,171
2021-11-01,East Carnegie (Pittsburgh),9,3,33
2021-11-01,East Hills (Pittsburgh),61,37,148
2021-11-01,Edgewood,212,57,460
2021-11-01,Edgeworth,137,27,188
2021-11-01,Emsworth,178,66,206
2021-11-01,Forward,45,15,138
2021-11-01,Franklin Park,1120,243,1761
2021-11-01,Glen Hazel (Pittsburgh),17,19,123
2021-11-01,Harmar,89,31,324
2021-11-01,Haysville,3,2,3
2021-11-01,Hazelwood (Pittsburgh),116,56,302
2021-11-01,Homewood South (Pittsburgh),57,33,128
2021-11-01,Indiana,486,145,805
2021-11-01,Leet,43,12,121
2021-11-01,Monroeville,875,314,2559
2021-11-01,Moon,1231,361,2232
2021-11-01,Mount Lebanon,2698,518,4742
2021-11-01,Mount Washington (Pittsburgh),216,99,750
2021-11-01,North Shore (Pittsburgh),15,4,27
2021-11-01,North Versailles,190,100,829
2021-11-01,Northview Heights (Pittsburgh),43,25,24
2021-11-01,O'Hara,659,217,1274
2021-11-01,Oakdale,41,15,130
2021-11-01,Overbrook (Pittsburgh),83,39,294
2021-11-01,Perry North (Pittsburgh),141,62,309
2021-11-01,Perry South (Pittsburgh),92,54,273
2021-11-01,Pine,958,259,1272
2021-11-01,Ridgemont (Pittsburgh),10,4,41
2021-11-01,Ross,1487,377,3705
2021-11-01,Scott,675,196,1919
2021-11-01,Sewickley,198,50,449
2021-11-01,Spring Garden (Pittsburgh),16,4,74
2021-11-01,Springdale Borough,75,43,251
2021-11-01,Squirrel Hill North (Pittsburgh),725,221,996
2021-11-01,Squirrel Hill South (Pittsburgh),1052,322,1762
2021-11-01,Stanton Heights (Pittsburgh),198,59,621
2021-11-01,Stowe,137,89,353
2021-11-01,Strip District (Pittsburgh),63,15,181
2021-11-01,Swisshelm Park (Pittsburgh),77,20,180
2021-11-01,Swissvale,292,124,775
2021-11-01,Thornburg,26,4,55
2021-11-01,Turtle Creek,104,66,293
2021-11-01,Versailles,25,20,107
2021-11-01,West End (Pittsburgh),6,4,12
2021-11-01,West Oakland (Pittsburgh),32,12,106
2021-11-01,West View,245,67,615
2021-11-01,White Oak,146,82,687
2021-11-01,Wilkins,192,75,629
2021-12-01,Allegheny West (Pittsburgh),15,8,55
2021-12-01,Allentown (Pittsburgh),41,44,123
2021-12-01,Arlington Heights (Pittsburgh),9,6,6
2021-12-01,Aspinwall,80,149,354
2021-12-01,Avalon,100,108,455
2021-12-01,Baldwin Borough,493,466,1984
2021-12-01,Bluff (Pittsburgh),53,34,82
2021-12-01,Bon Air (Pittsburgh),14,17,69
2021-12-01,California-Kirkbride (Pittsburgh),24,16,41
2021-12-01,Chartiers City (Pittsburgh),7,6,38
2021-12-01,Crafton Heights (Pittsburgh),84,101,262
2021-12-01,East Carnegie (Pittsburgh),12,13,47
2021-12-01,East Pittsburgh,41,22,94
2021-12-01,Elizabeth Borough,26,24,70
2021-12-01,Elizabeth Township,213,220,1011
2021-12-01,Emsworth,84,86,214
2021-12-01,Etna,65,70,274
2021-12-01,Franklin Park,564,795,1920
2021-12-01,Friendship (Pittsburgh),117,41,217
2021-12-01,Harrison,220,177,740
2021-12-01,Highland Park (Pittsburgh),269,258,772
2021-12-01,Indiana,219,326,719
2021-12-01,Jefferson Hills,248,431,960
2021-12-01,Larimer (Pittsburgh),33,34,83
2021-12-01,Lincoln Place (Pittsburgh),75,62,253
2021-12-01,McKeesport,334,272,1095
2021-12-01,Millvale,56,51,260
2021-12-01,Moon,932,920,2181
2021-12-01,Mount Oliver Borough,88,76,204
2021-12-01,Mount Washington (Pittsburgh),206,105,658
2021-12-01,North Fayette,360,351,950
2022-02-01,Bellevue,42,73,86
2022-02-01,Blawnox,6,3,19
2022-02-01,Bon Air (Pittsburgh),4,3,8
2022-02-01,Brackenridge,21,19,29
2022-02-01,Bridgeville,23,32,52
2022-02-01,Brighton Heights (Pittsburgh),23,54,63
2022-02-01,Carnegie,48,48,102
2022-02-01,Central Northside (Pittsburgh),9,15,36
2022-02-01,East Deer,6,19,10
2022-02-01,Elizabeth Borough,5,10,12
2022-02-01,Etna,16,16,39
2022-02-01,Fawn,6,9,26
2022-02-01,Fox Chapel,14,17,37
2022-02-01,Glassport,21,41,56
2022-02-01,Hampton,61,87,198
2022-02-01,Highland Park (Pittsburgh),49,32,45
2022-02-01,Larimer (Pittsburgh),16,19,19
2022-02-01,Liberty,11,16,33
2022-02-01,Lincoln Place (Pittsburgh),8,23,19
2022-02-01,Manchester (Pittsburgh),20,13,30
2022-02-01,Millvale,13,17,37
2022-02-01,Moon,161,200,210
2022-02-01,Mount Oliver Borough,30,43,34
2022-02-01,Mt. Oliver (Pittsburgh),5,5,10
2022-02-01,North Fayette,54,95,124
2022-02-01,Penn Hills,233,379,497
2022-02-01,Plum,104,149,334
2022-02-01,Point Breeze (Pittsburgh),14,17,40
2022-02-01,Point Breeze North (Pittsburgh),13,10,25
2022-02-01,Polish Hill (Pittsburgh),2,8,17
2022-02-01,Port Vue,14,26,39
2022-02-01,Rankin,12,10,11
2022-02-01,Regent Square (Pittsburgh),5,2,12
2022-02-01,Shadyside (Pittsburgh),254,73,149
2022-02-01,Sheraden (Pittsburgh),37,64,43
2022-02-01,Tarentum,21,33,39
2022-02-01,Troy Hill (Pittsburgh),12,16,32
2022-02-01,Upper Lawrenceville (Pittsburgh),6,13,12
2022-02-01,Wall,4,7,2
2022-02-01,West Deer,30,64,115
2022-02-01,West Mifflin,88,129,243
2022-02-01,Westwood (Pittsburgh),20,42,57
2022-02-01,Windgap (Pittsburgh),6,3,12
2022-03-01,Allegheny West (Pittsburgh),3,1,3
2022-03-01,Arlington (Pittsburgh),6,6,15
2022-03-01,Beltzhoover (Pittsburgh),11,6,23
2022-03-01,Ben Avon,5,11,7
2022-03-01,Ben Avon Heights,2,2,4
2022-03-01,Braddock,7,12,25
2022-03-01,Braddock Hills,6,8,20
2022-03-01,Brentwood,35,58,72
2022-03-01,Brookline (Pittsburgh),40,43,81
2022-03-01,California-Kirkbride (Pittsburgh),8,11,5
2022-03-01,Carrick (Pittsburgh),59,67,80
2022-03-01,Chartiers City (Pittsburgh),3,4,7
2022-03-01,Cheswick,6,6,9
2022-03-01,Clairton,48,37,39
2022-03-01,Crafton,9,13,30
2022-03-01,Crafton Heights (Pittsburgh),26,32,32
2022-03-01,East Hills (Pittsburgh),15,14,23
2022-03-01,East Liberty (Pittsburgh),28,26,44
2022-03-01,East Mckeesport,8,12,11
2022-03-01,Edgewood,7,5,18
2022-03-01,Emsworth,33,10,19
2022-03-01,Findlay,26,31,51
2022-03-01,Franklin Park,31,30,94
2022-03-01,Frazer,4,2,7
2022-03-01,Garfield (Pittsburgh),16,24,27
2022-03-01,Greenfield (Pittsburgh),19,23,41
2022-03-01,Hays (Pittsburgh),1,2,3
2022-03-01,Homewood South (Pittsburgh),21,12,18
2022-03-01,Indiana,17,17,54
2022-03-01,Knoxville (Pittsburgh),29,21,28
2022-03-01,Lincoln-Lemington-Belmar (Pittsburgh),23,24,40
2022-03-01,Middle Hill (Pittsburgh),14,9,15
2022-03-01,Monroeville,113,112,241
2022-03-01,Mount Lebanon,68,94,174
2022-03-01,Mount Washington (Pittsburgh),27,30,44
2022-03-01,Munhall,26,46,70
2022-03-01,North Braddock,14,24,33
2022-03-01,North Oakland (Pittsburgh),23,14,66
2022-03-01,Perry South (Pittsburgh),9,28,31
2022-03-01,Pine,35,39,68
2022-03-01,Sewickley,6,9,18
2022-03-01,South Fayette,22,35,73
2022-03-01,South Oakland (Pittsburgh),13,13,38
2022-03-01,Springdale Borough,8,12,34
2022-03-01,Stowe,36,30,37
2022-03-01,Summer Hill (Pittsburgh),2,3,11
2022-03-01,Swisshelm Park (Pittsburgh),1,2,9
2022-03-01,Swissvale,39,53,62
2022-03-01,Terrace Village (Pittsburgh),13,14,12
2022-03-01,Undefined,1,7,14
2022-03-01,Upper Saint Clair,57,66,114
2022-03-01,Verona,12,11,16
2022-03-01,Whitaker,6,7,6
2022-03-01,White Oak,14,31,53
2022-03-01,Wilkinsburg,63,103,95
2022-03-01,Wilmerding,10,13,15
2022-04-01,Allentown (Pittsburgh),9,9,18
2022-04-01,Arlington Heights (Pittsburgh),1,1,0
2022-04-01,Aspinwall,9,14,16
2022-04-01,Avalon,12,20,27
2022-04-01,Baldwin Borough,58,86,122
2022-04-01,Beechview (Pittsburgh),27,44,51
2022-04-01,Bellevue,22,29,38
2022-04-01,Blawnox,3,7,12
2022-04-01,Bluff (Pittsburgh),16,10,16
2022-04-01,Brackenridge,9,10,15
2022-04-01,Brighton Heights (Pittsburgh),20,26,44
2022-04-01,Central Northside (Pittsburgh),15,15,14
2022-04-01,East Deer,1,4,11
2022-04-01,Elizabeth Borough,1,5,9
2022-04-01,Etna,3,15,21
2022-04-01,Fawn,5,12,9
2022-04-01,Forest Hills,31,41,52
2022-04-01,Glassport,16,24,19
2022-04-01,Hampton,41,95,101
2022-04-01,Highland Park (Pittsburgh),23,35,51
2022-04-01,Homewood West (Pittsburgh),2,4,5
2022-04-01,Larimer (Pittsburgh),6,9,12
2021-12-01,Brookline (Pittsburgh),308,268,1236
2021-12-01,Carnegie,223,164,596
2021-12-01,Carrick (Pittsburgh),242,223,727
2021-12-01,Central Lawrenceville (Pittsburgh),148,82,587
2021-12-01,Cheswick,31,38,180
2021-12-01,Clairton,114,90,357
2021-12-01,Crafton,140,160,598
2021-12-01,East Allegheny (Pittsburgh),55,30,170
2021-12-01,East Deer,30,37,92
2021-12-01,East Hills (Pittsburgh),86,51,142
2021-12-01,East Mckeesport,63,29,134
2021-12-01,Edgewood,94,123,405
2021-12-01,Elliott (Pittsburgh),45,48,152
2021-12-01,Findlay,128,153,417
2021-12-01,Forward,30,31,89
2021-12-01,Fox Chapel,191,298,715
2021-12-01,Frazer,23,19,88
2021-12-01,Glenfield,4,8,14
2021-12-01,Heidelberg,29,34,103
2021-12-01,Homewood South (Pittsburgh),62,52,104
2021-12-01,Ingram,79,91,314
2021-12-01,Kilbuck,11,22,90
2021-12-01,Leet,26,27,101
2021-12-01,Lincoln-Lemington-Belmar (Pittsburgh),80,72,208
2021-12-01,Manchester (Pittsburgh),61,37,197
2021-12-01,Middle Hill (Pittsburgh),58,36,93
2021-12-01,Monroeville,722,642,2450
2021-12-01,Mount Lebanon,1087,1867,4006
2021-12-01,Munhall,252,232,864
2021-12-01,Neville,29,22,69
2021-12-01,Oakdale,32,34,106
2021-12-01,Pine,579,630,1488
2021-12-01,Regent Square (Pittsburgh),25,50,120
2021-12-01,Ross,768,1084,3426
2021-12-01,Sewickley,145,132,362
2021-12-01,South Oakland (Pittsburgh),109,53,226
2021-12-01,Spring Hill-City View (Pittsburgh),47,61,167
2021-12-01,Springdale Borough,71,69,296
2021-12-01,Squirrel Hill North (Pittsburgh),450,403,778
2021-12-01,Squirrel Hill South (Pittsburgh),662,596,1651
2021-12-01,Stanton Heights (Pittsburgh),111,132,487
2021-12-01,Stowe,125,131,365
2021-12-01,Strip District (Pittsburgh),87,29,210
2021-12-01,Summer Hill (Pittsburgh),17,14,92
2021-12-01,Swissvale,224,198,751
2021-12-01,Terrace Village (Pittsburgh),87,42,115
2021-12-01,Thornburg,10,18,47
2021-12-01,Undefined,52,33,171
2021-12-01,Upper Lawrenceville (Pittsburgh),102,40,303
2021-12-01,Upper Saint Clair,762,1005,2518
2021-12-01,West Homestead,41,30,161
2021-12-01,Whitaker,15,22,78
2021-12-01,Wilmerding,33,30,70
2022-01-01,Allegheny Center (Pittsburgh),21,12,59
2022-01-01,Arlington Heights (Pittsburgh),6,5,1
2022-01-01,Aspinwall,39,34,139
2022-01-01,Avalon,69,46,210
2022-01-01,Baldwin Borough,339,281,1058
2022-01-01,Baldwin Township,23,27,87
2022-01-01,Beechview (Pittsburgh),176,100,328
2022-01-01,Bellevue,156,78,368
2022-01-01,Bluff (Pittsburgh),29,22,31
2022-01-01,Bon Air (Pittsburgh),11,6,33
2022-01-01,Castle Shannon,106,94,445
2022-01-01,Central Northside (Pittsburgh),50,31,95
2022-01-01,Chateau (Pittsburgh),2,2,6
2022-01-01,Dormont,110,79,440
2022-01-01,Dravosburg,24,10,64
2022-01-01,Edgeworth,29,17,89
2022-01-01,Elizabeth Borough,23,22,45
2022-01-01,Fawn,16,26,78
2022-01-01,Forest Hills,71,56,297
2022-01-01,Glassport,56,54,137
2022-01-01,Hazelwood (Pittsburgh),72,49,125
2022-01-01,Highland Park (Pittsburgh),105,46,331
2022-01-01,Homewood West (Pittsburgh),15,12,11
2022-01-01,Larimer (Pittsburgh),49,19,54
2022-01-01,Liberty,24,31,97
2022-01-01,Lincoln Place (Pittsburgh),36,36,121
2022-01-01,Lower Lawrenceville (Pittsburgh),42,23,97
2022-01-01,McCandless,389,313,1531
2022-01-01,Millvale,33,18,154
2022-01-01,Moon,519,435,1191
2022-01-01,Morningside (Pittsburgh),40,22,155
2022-01-01,Mount Oliver Borough,75,69,104
2022-01-01,Mt. Oliver (Pittsburgh),5,9,16
2022-01-01,North Fayette,215,155,514
2022-01-01,North Shore (Pittsburgh),7,2,7
2022-01-01,North Versailles,176,141,371
2022-01-01,Overbrook (Pittsburgh),51,44,143
2022-01-01,Perry North (Pittsburgh),52,57,166
2022-01-01,Plum,313,291,1284
2022-01-01,Point Breeze (Pittsburgh),86,37,235
2022-01-01,Point Breeze North (Pittsburgh),36,20,75
2022-01-01,Polish Hill (Pittsburgh),13,8,36
2022-01-01,Port Vue,53,39,134
2022-01-01,Rankin,21,16,33
2022-01-01,Richland,150,178,543
2022-01-01,Robinson,205,189,657
2022-01-01,Sewickley Heights,22,6,45
2022-01-01,Shadyside (Pittsburgh),455,141,507
2022-01-01,Southside Slopes (Pittsburgh),54,33,119
2022-01-01,Spring Garden (Pittsburgh),4,2,28
2022-01-01,St. Clair (Pittsburgh),5,5,6
2022-01-01,Troy Hill (Pittsburgh),35,33,91
2022-01-01,Turtle Creek,88,57,180
2022-01-01,Versailles,15,19,68
2022-01-01,Wall,4,3,16
2022-01-01,West Oakland (Pittsburgh),44,17,54
2022-01-01,West View,106,74,363
2022-01-01,Westwood (Pittsburgh),75,43,155
2022-01-01,Wilkins,100,84,293
2022-01-01,Windgap (Pittsburgh),12,15,61
2022-02-01,Aleppo,3,6,4
2022-02-01,Allegheny West (Pittsburgh),2,2,1
2022-02-01,Bell Acres,1,11,6
2022-02-01,Bethel Park,124,205,355
2022-02-01,Bloomfield (Pittsburgh),66,30,87
2022-02-01,Bradford Woods,3,9,14
2022-02-01,California-Kirkbride (Pittsburgh),9,11,5
2022-04-01,Liberty,7,13,12
2022-04-01,Lincoln Place (Pittsburgh),4,6,11
2022-04-01,Millvale,5,10,19
2022-04-01,Moon,95,107,141
2022-04-01,Mount Oliver Borough,21,19,24
2022-04-01,Mt. Oliver (Pittsburgh),3,4,6
2022-04-01,North Fayette,33,47,61
2022-04-01,Overbrook (Pittsburgh),9,15,24
2022-04-01,Penn Hills,167,194,319
2022-04-01,Plum,59,88,172
2022-04-01,Point Breeze (Pittsburgh),16,58,49
2022-04-01,Point Breeze North (Pittsburgh),6,7,19
2022-04-01,Polish Hill (Pittsburgh),2,5,6
2022-04-01,Port Vue,10,17,14
2022-04-01,Rankin,9,12,7
2022-04-01,Robinson,45,58,81
2022-04-01,Sewickley Heights,4,3,3
2022-04-01,Shadyside (Pittsburgh),74,70,111
2022-04-01,Sheraden (Pittsburgh),23,23,30
2022-04-01,Southside Slopes (Pittsburgh),15,12,29
2022-04-01,Tarentum,9,13,24
2022-04-01,Troy Hill (Pittsburgh),11,10,10
2022-04-01,Upper Lawrenceville (Pittsburgh),4,11,13
2022-04-01,Wall,1,4,5
2022-04-01,West Deer,37,38,74
2022-04-01,West Mifflin,51,69,117
2022-04-01,Westwood (Pittsburgh),2,11,18
2022-04-01,Windgap (Pittsburgh),6,13,4
2022-05-01,Arlington (Pittsburgh),5,6,9
2022-05-01,Banksville (Pittsburgh),4,14,23
2022-05-01,Ben Avon,2,7,11
2022-05-01,Braddock,11,9,10
2022-05-01,Braddock Hills,5,1,10
2022-05-01,Brentwood,20,32,42
2022-05-01,Bridgeville,7,17,30
2022-05-01,Brighton Heights (Pittsburgh),20,22,29
2022-05-01,Brookline (Pittsburgh),32,54,64
2022-05-01,Carnegie,29,18,39
2022-05-01,Carrick (Pittsburgh),31,34,48
2022-05-01,Central Lawrenceville (Pittsburgh),14,11,25
2022-05-01,Crafton,9,17,35
2022-05-01,East Allegheny (Pittsburgh),8,4,11
2022-05-01,East Deer,2,3,9
2022-05-01,East Hills (Pittsburgh),10,11,10
2022-05-01,East Mckeesport,3,7,8
2022-05-01,Edgewood,9,24,37
2022-05-01,Elliott (Pittsburgh),4,10,12
2022-05-01,Etna,6,6,18
2022-05-01,Findlay,11,27,30
2022-05-01,Forward,3,1,7
2022-05-01,Fox Chapel,32,46,61
2022-05-01,Hampton,55,81,110
2022-05-01,Heidelberg,3,4,5
2022-05-01,Ingram,11,6,18
2022-05-01,Kilbuck,4,1,1
2022-05-01,Manchester (Pittsburgh),8,10,7
2022-05-01,Middle Hill (Pittsburgh),5,4,21
2022-05-01,Monroeville,71,114,226
2022-05-01,Mount Lebanon,94,196,308
